comments,likes,Target
paisa bjp walo paas milega,0,Akhilesh
akhlesh,0,Akhilesh
dirty politics bjp,0,Akhilesh
akhilesh yadav damdaari lalu yadav tejaswi yadav mamta banerjee om prakash rajbhar,0,Akhilesh
gappu pappu बाते लगा।,0,Akhilesh
मोदी इतना झूठा पूरे विश्व,0,Akhilesh
akhles jindabad,0,Akhilesh
bjp bechaini,0,Akhilesh
gujrat bhejo inko,0,Akhilesh
farrukhabad sheet manoj agrawal,0,Akhilesh
भाजपा दिखती हार बौखला गयी है बदले राजनीति हैमोदीजी यूपी हार मान ली ।भाजपा सूपडासाफ तय,1,Akhilesh
insaan totti chori desh bhla kese,0,Akhilesh
besharmi jhudha bolne desh rajneeti ghor patan chuka neta swambhu janta nazar enki chhavi kharab ban chuki,0,Akhilesh
jay shree ram,0,Akhilesh
lal hare modi laye huwe hai,0,Akhilesh
akhlesh yadav secular minded neta hindu muslim sikh eesai hai chai party chunao pahle bhadka bhashan jaati dharm naam nafrat phaila ker musalmano khilaf jhoti manghadat kahani ker musalmano zulm haen ghatya mansikta rakhne muslim dharm christian dharm zulm haen,0,Akhilesh
coro shy darana nahy sp,0,Akhilesh
राजीव रंजन आपका बार कन्नौज लोकसभा क्षेत्र आने आपका स्वागत हमारी निवेदन आपको news   चैनल बार पूरे कन्नौज लोकसभा क्षेत्र भ्रमण चाहिए।तभी सही विश्लेषण कन्नौज लोकसभा क्षेत्र औरैया जिलेका कुर्सी हिस्सा आता हैं। बिधूना छिबरामऊ ढरकन कंचौसी जहां कानपुर देहात सांसद भोले सिह कानपुर देहात झीझक हिस्सा कन्नौज लोकसभा क्षेत्र आता हैं।,0,Akhilesh
called knowledge yogi patrakar baat kya akhilesh yadav jindabad,1,Akhilesh
desh pado president vice president governors sc hc ed nia cbi chairmans auditors chune jane chahiye jinko chunne adhikar graduate logo chahiye jai hind jai bharat,0,Akhilesh
पंपं,0,Akhilesh
पढ़ाई अधूरी शादी अधूरी विकास अधूरा वादा अधूरालेकिन फेंकता  पूरा,1,Akhilesh
love rajiv ranjan,1,Akhilesh
akhilesh yadav great person,0,Akhilesh
jay akhilesh,0,Akhilesh
funny,1,Akhilesh
abki bar aklish sarkar,1,Akhilesh
akhilesh,1,Akhilesh
akhilase yadav संघर्ष उत्तर प्रदेश apke,1,Akhilesh
akhilesh bhaiyya jindabaad,1,Akhilesh
jay akhilesh,1,Akhilesh
jay akhilesh,1,Akhilesh
jai akhilesh vijay akhilesh,0,Akhilesh
jay akhilesh bhaiya,0,Akhilesh
sir time mask pehne pehene mask pehen show karenge mask,1,Akhilesh
jay akhiles,0,Akhilesh
cm akhilesh,0,Akhilesh
samajwadi party zindabad,1,Akhilesh
jai akhilesh yadav,0,Akhilesh
cm akhilesh yadav,0,Akhilesh
jay akhilesh,0,Akhilesh
योगी बाबा,0,Akhilesh
ayega yogi jay shri ram,0,Akhilesh
बीजेपी टीका मत लगवाना कहके लोगो टीका लगवा परिवार लगवा आज भीड करके कोरोना बढाने काम करेगे पिताजी मीरजापुर बनवाया पुल बना पाये   साल   साल यूपी किये काम बताये   समुदाय योजना बनाई  पारटी मिलकर मेवा खाने सपा,0,Akhilesh
पीछे खड़े शिवपाल यादव बोलने कोशिश अखिलेश बोलने दे वीडियो ध्यान देखना सब लोग,0,Akhilesh
jj ni,0,Akhilesh
akhilesh बड़ा फैन गलत अल्फाज,2,Akhilesh
lucknow दिल्ली पलटने दीजिये पता चलेगा किसकी कह लेता है वैसे अग्रिम cm बधाई।,2,Akhilesh
vipxxxii,0,Akhilesh
class journalist,0,Akhilesh
party muslim jada support korta party hindu support koreor party muslim support nehi korta party hindu full support koresobhi hindu jaoo yogimodi do nehi tw din postawoge,0,Akhilesh
गरीब पढने लगे सरकारी संस्थान मिटाने लगे नौकरी लगे निजीकरण लगे  बस तरीका बदला  शोषण जारी,2,Akhilesh
पेट्रोल डीजल इतना महंगा जनता समाजवादी साइकिल गई,2,Akhilesh
yogi aayega,0,Akhilesh
अगर समय भा पा सबक सिखाया गया यू पी बेरोजगार लोगों असहयोग आन्दोलन होगा।,1,Akhilesh
bjp caste based partythe common thatthis,0,Akhilesh
अबकी बारअखिलेश यादव सरकार,2,Akhilesh
boldly baat,0,Akhilesh
सर वोट जनता देना एजेन्सी अगर जनता तय लिया होगा पाखंड,2,Akhilesh
income tax apke chapa marane samaj wadi party achha prachar pahale kai chhapa mara jyda pracha sp achha sp jitege sarkar banegi bjp yogi bai bai jay hind jay bharat jay kisan,1,Akhilesh
himmat media modi amit shah question sake,0,Akhilesh
jai akhilesh tay akhilesh,0,Akhilesh
तीन बार पेट मार,1,Akhilesh
dikhata akhilesh jeet tay haisarkar trh bhauklai jai akhilesh jai samajvad,0,Akhilesh
aim zinda,0,Akhilesh
bjp hatao desh bachao bharat jalao party,0,Akhilesh
samajwadi party jia hoojia hind chokidar chor hyyy,0,Akhilesh
jai kisan jai yuva jai mahila jai samajwad,0,Akhilesh
apun usko vote kaam chahe owaisi ho akhilesh ho maayawati ho kejriwal bjp bcoz logical person,1,Akhilesh
जै जै जै अखिलेश,1,Akhilesh
जय अखिलेश,1,Akhilesh
jay baba yogi,0,Akhilesh
akhilesh yadav,0,Akhilesh
adhir ranjan keval bjp anti concept dikhte bade patrakaar samjhe janata samajhti,1,Akhilesh
cm akhilesh banenge,0,Akhilesh
big fan rajiv sir,0,Akhilesh
jai akhiles jai samazvad,0,Akhilesh
jai akhilesh bhaiya,0,Akhilesh
media waalo jara satta chala logo sawal puchh,1,Akhilesh
akhilesh yadav jindabad jindabad,1,Akhilesh
yogi end jay akhilesh,0,Akhilesh
jai akhilesh,0,Akhilesh
jai akhilesh,0,Akhilesh
jai samaaj waad,0,Akhilesh
jai shree akhilesh yadav jindabad samajwadi jindabad,0,Akhilesh
samajwadi party zindabad,0,Akhilesh
akhilesh akhilesh,0,Akhilesh
bjp pese,1,Akhilesh
aayenge akhilesh,0,Akhilesh
ayge akhilesh,0,Akhilesh
bjp barbaad jaatiwaad party,0,Akhilesh
jai akhilesh,0,Akhilesh
jai akhilesh,0,Akhilesh
jai akhilesh,0,Akhilesh
sarkar alni imandar,0,Akhilesh
jai samajvad,0,Akhilesh
jai akhilesh vijay akhilesh,0,Akhilesh
अखिलेश,1,Akhilesh
abki bar bhaio sarkar rkd jindabad,0,Akhilesh
happy year   yadav hi,0,Akhilesh
jay akhhilesh tay akhhilesh,0,Akhilesh
kho ayegi bjp,2,Akhilesh
akhilesh yadav bhaiya jindabad,0,Akhilesh
allha insahf,0,Akhilesh
pukar   akhilesh sarkar,0,Akhilesh
gutakha,0,Akhilesh
bjp kannuaj pure badnaam,0,Akhilesh
bada character tha,0,Akhilesh
apane time,0,Akhilesh
पत्रकारों पत्रकार सिर्फ राजीव रंजन क्योंकि आम लेकर खास सबकी पोल खोलते,0,Akhilesh
vinashkal viprit buddhi bjp,0,Akhilesh
ayodhya jhuth ram jhuta sabit,0,Akhilesh
rajeev ranjan ajkl bi lgta ge financial supppaa gye bjp se bhasha,0,Akhilesh
akhilesh yadav jeetna chahte aimim gathbandhan,0,Akhilesh
akhilesh pagle,0,Akhilesh
aayega yogi hapko toti chori kahate,0,Akhilesh
mim asad zindai,1,Akhilesh
aimim,0,Akhilesh
बीजेपी नेता बौखला गए हार तय,1,Akhilesh
parivartan,0,Akhilesh
akhilesh bhaiya voterlist durust lijiye mundan naam jindagi voter list naam aakar,0,Akhilesh
yar patrakar mila sp faltu,0,Akhilesh
jai hind jai smajvadi,0,Akhilesh
समाजवादी पार्टी जिंदाबाद,0,Akhilesh
suna media akhilesh yadav musalman party gadhbandhan chahtay musalman khareeb rakhna chahateaur aabhi azam khan haal karengaykya baat saazish hai,0,Akhilesh
akle sher bjp pr bhari udhar bjp walo jor lag padhe akele insaan pr,0,Akhilesh
sarkar bjp note nye,0,Akhilesh
bjp jindabad,0,Akhilesh
akhilesh yadav chore chore yogi sah modi,0,Akhilesh
rajiv himmat daag dena padega sochna yadav hu himmat daad,0,Akhilesh
jai sp,0,Akhilesh
पिछडो इंकलाब होगा   बदलाव होगा।,0,Akhilesh
congress bsp agr izzat bachana chahti sp jaay izzat bachi rahegi,0,Akhilesh
inquiry teeme bjp kathpuli,0,Akhilesh
smajwadi party jindabad,0,Akhilesh
पैसा इत्र मित्र निकल आया टर्नओवर बना गया। झोले परसेंटेज डालने फायदे हैं। यकीन नीरव मोदीविजय माल्याललित मोदीजतिन मेहताविक्रम कोठारीवेणुगोपाल धूतभूपेश जैनएस कुमारपीएन अग्रवाल राकेश शर्माआशु अरोड़ा औऱ मेहुल चौकसी जैसों पूछ लो।,1,Akhilesh
akhilesh yadav jindabad jindabad,0,Akhilesh
जय समाजवाद,0,Akhilesh
राजीव रंजन गस्त collection जादा फेल कैसा उसपर अखिलेश सवाल पूछते इतना parcility,0,Akhilesh
samaj badi choro nakab naquv esi sand bak,0,Akhilesh
zute bjpwale satta kale karname,0,Akhilesh
nishkasit sp panchon karyakarta akhilesh kehne,0,Akhilesh
bhajpa dari,0,Akhilesh
years   babua,0,Akhilesh
nidarta question hoakhlesh yadav sir nidarta yogi poochlo media hamesha vipaksh sawal satta dhari poochti,0,Akhilesh
ईमानदार सोशल मीडिया जिंदाबाद जिंदाबाद,0,Akhilesh
sp zindabaad,1,Akhilesh
samajwadi party jindabad,0,Akhilesh
sher akela kutte jhund,0,Akhilesh
puspa samjha fire,0,Akhilesh
अकेले अखिलेश यादव पुरी भाजपा भारी पड़,0,Akhilesh
ghabhart,0,Akhilesh
yuaa sp jeet tay,0,Akhilesh
bjp jhunti party chunavi haar dar,0,Akhilesh
bhartiya janata party paisa chunav kharch laya desh lag,0,Akhilesh
sarkari suvidha prapt aam aadami jaanta hamesha jaton khirapat baap khilafat adhir ranjan purani tv dikhao,1,Akhilesh
शेर अकेले आता हैझुण्ड गीदड़ो है,0,Akhilesh
mask sabka korana mar sabke liy,0,Akhilesh
डरनाभी पड़ेगा घबडाना पैडेगा,0,Akhilesh
jhooth kaar sevako goli chalwai rasan mila apki sarkaar,0,Akhilesh
तुम क्यों घबरा,1,Akhilesh
akhilesh yadav jindabadd jindabad jindabad,0,Akhilesh
अखिलेश यादव जिंदाबाद,0,Akhilesh
mahol hai bjp chatbta hai sambhidan raaz chalega,0,Akhilesh
भाजपा जोरैलिकररहाहैवोपैसा मोदियोगिया गेंडा साहकाहैउसकेबापकानहि येजनताकापैसाहैमोदिकेबापकानहिहै,0,Akhilesh
galti gay pumpi jain baari ab galti,0,Akhilesh
bjp juthe khisiani billy khamba noche,0,Akhilesh
mulayam singh akhilesh baare desh jan chahta hai rajneeti aane paas property thhi rajneeti aane baad paisa property aayi desh neta baare public poochhegi jai hind,1,Akhilesh
मारोगे छापा उतना खोओगे आपा,0,Akhilesh
जय अखिलेश तय अखिलेश,0,Akhilesh
paida,0,Akhilesh
छापे उल्टे पडेगे सपा फायदा मिलैगा,0,Akhilesh
इतना सच्चा तू दोबारा मुख्यमंत्री बन जय हिंद जय भारत राष्ट्र विरोधी पत्रकार राष्ट्र विरोधी ताकत आने वाली जय श्री राम जय हिंद जय भारत तुम लोगों सुभाष चंद्र बोस भारत रतन दिल्ली,1,Akhilesh
इन जितने उसमें पक्का हिन्दू,0,Akhilesh
अखिलेश युवाओं किसानों जान,0,Akhilesh
